0886576d-7b54-4000-b30e-f8196463fdea; AMAZON; Upload time is required 
c09b2af4-ae8b-4c58-8aaa-74192a29b296; AMAZON; Owner email address must be a valid email address 
e66a63bd-8151-4dcb-9681-04e5dcf43461; EBAY; Upload time is required 
c25831f7-a023-4ec5-a0cd-eb555dd215c9; AMAZON; Owner email address must be a valid email address 
e0ef48a9-af06-4984-9341-a3ce2886ae8f; EBAY; Listing status must be between 1 and 3 
fa0effd4-7032-422a-88c7-fd4a3154c0a7; EBAY; Upload time is required 
86f526ce-c3c6-48df-bd5e-1bebf65b4703; EBAY; Listing status must be between 1 and 3 
bbc2a8ea-4e0f-4033-8494-4a8e93c2ca71; EBAY; Listing status must be between 1 and 3 
4f7a9004-7553-4025-8dd7-1168812047f1; AMAZON; Owner email address must be a valid email address 
f25f8c52-7280-480b-8238-fab84a3125dc; EBAY; Listing status must be between 1 and 3 
550ed21e-4dc4-462c-b9ea-460fbaed0b59; EBAY; Listing status must be between 1 and 3 
f4035c4d-e1ca-4131-bc51-c2fbe31fda57; EBAY; Upload time is required 
07d4f3bf-5213-4f41-b1a7-62840053024b; EBAY; Owner email address must be a valid email address 
c7d096d3-44e2-4a7b-bf05-f6295a913be0; EBAY; Listing status must be between 1 and 3 
b15bce5f-6465-4b23-9ef1-a9aeb6bd68cd; EBAY; Listing status must be between 1 and 3 
b15bce5f-6465-4b23-9ef1-a9aeb6bd68cd; EBAY; Upload time is required 
e72ed5d1-028e-4931-889e-f557183062b2; AMAZON; Listing price must be positive 
c2bdb7a1-2a72-4ef8-9f07-92395d89b30a; EBAY; Listing status must be between 1 and 3 
df8a6e41-7bb0-460f-9ff3-964bb1e5a163; EBAY; Listing price must be positive 
a407bd64-df66-48f3-a19d-2d4b9915cb0a; AMAZON; Owner email address must be a valid email address 
47967e16-d1da-47d5-ae58-e7af66efc510; AMAZON; Upload time is required 
47967e16-d1da-47d5-ae58-e7af66efc510; AMAZON; Owner email address must be a valid email address 
9f31535e-f450-4803-a9ac-9679713df9ad; AMAZON; Listing price must be positive 
3cfb2d5c-ee9b-4c18-81c1-8c68ca24d6fc; EBAY; Listing status must be between 1 and 3 
1459da35-83d1-432f-8c17-8ebef89ca883; EBAY; Listing status must be between 1 and 3 
41f95fb4-cd84-4c86-acb2-6c09c1372ba5; EBAY; Listing status must be between 1 and 3 
2f2511f1-58f2-409e-bdeb-415616d5e603; AMAZON; Listing price must be positive 
a4954191-11f5-4420-babd-207cc3cd94bc; AMAZON; Upload time is required 
c3f4f362-7de2-42c8-94ba-5ee3ad63a8e2; EBAY; Owner email address must be a valid email address 
e30d7956-2584-46f5-b8d9-c86dcb1b3b37; AMAZON; Owner email address must be a valid email address 
12bfc640-32f4-4553-b985-e88a20ded734; AMAZON; Owner email address must be a valid email address 
b264867b-8f14-42af-bff8-2f6862d135e5; AMAZON; Owner email address must be a valid email address 
34f889e7-8499-4996-84da-77597bf53d02; EBAY; Listing status must be between 1 and 3 
29c6bdc0-923f-4375-96b7-b68326976f5c; EBAY; Owner email address must be a valid email address 
29c6bdc0-923f-4375-96b7-b68326976f5c; EBAY; Listing status must be between 1 and 3 
f215d3d3-9125-47db-b677-9a16ae168010; AMAZON; Listing price must be positive 
8a2c41f8-8907-492c-9443-78f549dcfd74; AMAZON; Upload time is required 
27964af4-f729-4fe0-984e-0e83956a64a4; AMAZON; Upload time is required 
fa216034-5dd4-465c-904a-f89b8225894c; EBAY; Owner email address must be a valid email address 
267a2d2c-23c8-45ea-b731-9d93e1a343eb; AMAZON; Listing status must be between 1 and 3 
26fe6d32-ed9f-404d-aa24-c7924f6fffa2; AMAZON; Owner email address must be a valid email address 
37aaeec6-b83e-4728-b93e-dece3fc5e5b9; AMAZON; Listing status must be between 1 and 3 
d83538bd-59bf-470e-aa58-a08bd5d4dab6; AMAZON; Owner email address must be a valid email address 
d255648e-3785-4f0a-a17f-6ff70c2057c5; EBAY; Listing price must be positive 
8128a4f0-f891-4c74-a440-1c2aa4f9ed84; EBAY; Listing status must be between 1 and 3 
4ba56710-802b-4451-b143-018636882c9b; EBAY; Owner email address must be a valid email address 
00fb38f7-8d26-4b9d-95de-1c12758e439a; AMAZON; Upload time is required 
5025f293-2afa-4633-a5cd-a339df368604; AMAZON; Listing status must be between 1 and 3 
f9c41c7b-e598-473d-a0ca-488f4a722684; EBAY; Listing status must be between 1 and 3 
67d594c9-82f4-4556-8a64-d71a49397e5a; EBAY; Upload time is required 
d66e2321-c2da-4ca3-b26e-a72dfdd17277; AMAZON; Listing status must be between 1 and 3 
39901012-002a-4548-9be7-e127739f1963; EBAY; Listing status must be between 1 and 3 
217d562b-5bcc-4b49-a69a-e97dca619cb4; EBAY; Listing status must be between 1 and 3 
1fdd0397-9010-488e-a7c2-26d956ee86a8; EBAY; Upload time is required 
e553fa77-2470-4aff-a6f8-6e7cab399359; AMAZON; Upload time is required 
fb9badb0-7289-460c-8458-91ec218d688d; EBAY; Listing status must be between 1 and 3 
16b9a077-301e-494e-bbde-c4ba78c8721d; AMAZON; Listing status must be between 1 and 3 
b38bc9c9-3ba5-4d96-8075-de050ac3bc75; AMAZON; Owner email address must be a valid email address 
c7a5ae30-30ad-4c3a-a22a-df3d459b39b8; AMAZON; Upload time is required 
60cfb69e-89cf-4896-9f8a-83b340306445; AMAZON; Upload time is required 
ebaf7376-1604-4276-a78e-f8daab76f575; EBAY; Listing price must be positive 
539aed52-5b2e-465c-9ca2-c9fb9804087b; EBAY; Upload time is required 
539aed52-5b2e-465c-9ca2-c9fb9804087b; EBAY; Owner email address must be a valid email address 
539aed52-5b2e-465c-9ca2-c9fb9804087b; EBAY; Listing status must be between 1 and 3 
1d9ce87f-c8c3-45ff-8694-d637e8bbfc93; EBAY; Owner email address must be a valid email address 
d6f9c16e-92d5-4a14-966a-27edaceebdc3; EBAY; Owner email address must be a valid email address 
d6f9c16e-92d5-4a14-966a-27edaceebdc3; EBAY; Listing status must be between 1 and 3 
3290bd0a-6c10-421a-b1e4-f8925be094e6; EBAY; Owner email address must be a valid email address 
3290bd0a-6c10-421a-b1e4-f8925be094e6; EBAY; Listing status must be between 1 and 3 
15cf483e-6515-4589-b63a-2c21b2ed5419; EBAY; Owner email address must be a valid email address 
3f3a1275-346c-4e3d-9eb6-3d3cc100cc7d; EBAY; Owner email address must be a valid email address 
f0811f69-256e-4407-9682-a0703d020a05; EBAY; Upload time is required 
8123560b-34cf-446b-828e-9501c5bf29d9; AMAZON; Listing status must be between 1 and 3 
f5bf69e2-85d5-4c94-b730-a77876d57a8f; EBAY; Owner email address must be a valid email address 
f5bf69e2-85d5-4c94-b730-a77876d57a8f; EBAY; Listing status must be between 1 and 3 
626c4784-c02f-470f-b367-d727f1fb4cde; AMAZON; Listing status must be between 1 and 3 
28ed2fd8-d8c2-44ba-aa8f-6fa6c3f7b90f; AMAZON; Listing status must be between 1 and 3 
ff1f3988-cf9c-4ff1-b7e1-870e602add24; EBAY; Upload time is required 
44bbffd0-394b-4193-8167-f92976636c59; AMAZON; Listing price must be positive 
7b4ce588-53d4-4bff-9523-5d1e96380a28; AMAZON; Listing status must be between 1 and 3 
82f9d4ce-0106-4452-9ee5-eb61d1b6fd2e; EBAY; Listing price must be positive 
82f9d4ce-0106-4452-9ee5-eb61d1b6fd2e; EBAY; Listing status must be between 1 and 3 
d3d30d87-c7af-42ed-9da1-4f25d47d6e14; AMAZON; Listing status must be between 1 and 3 
a5f4f1a3-94d3-45fc-881e-519eef819120; AMAZON; Upload time is required 
579cba7a-af0e-45a1-a492-413bfdc326a7; EBAY; Listing status must be between 1 and 3 
d510f9b0-205d-490f-806b-221e35e03878; EBAY; Listing status must be between 1 and 3 
bb4a0694-543c-4ba2-a797-a12cfd0323d5; AMAZON; Listing status must be between 1 and 3 
e24256ea-1471-4735-94f5-3210af6cf4d5; AMAZON; Listing status must be between 1 and 3 
4791faf6-3946-4555-ba18-4210eaab8ced; AMAZON; Listing price must be positive 
4791faf6-3946-4555-ba18-4210eaab8ced; AMAZON; Listing status must be between 1 and 3 
a686f31e-c837-4b5b-a3e8-3c8a55e7a0bc; AMAZON; Owner email address must be a valid email address 
c6013b44-2c47-4a55-b4c6-adcaa2634e9a; AMAZON; Owner email address must be a valid email address 
06f40e2c-e1e2-48e5-b190-90af9afbfa7f; EBAY; Listing price must be positive 
06f40e2c-e1e2-48e5-b190-90af9afbfa7f; EBAY; Listing status must be between 1 and 3 
6f410d0b-0355-470b-a116-136a52a480f8; EBAY; Listing status must be between 1 and 3 
d606e503-95ce-45a2-9489-d644e3292699; AMAZON; Owner email address must be a valid email address 
c4bbc777-23e5-45d4-a227-015f7a962ce8; AMAZON; Listing status must be between 1 and 3 
99ced780-a002-4775-950d-5d48c181176f; AMAZON; Listing status must be between 1 and 3 
62e42d9b-5413-47c8-aafd-d733782da98a; AMAZON; Owner email address must be a valid email address 
a4b33b0e-7720-4626-8efd-24b04c684d7a; AMAZON; Owner email address must be a valid email address 
b829b8fb-8228-4355-bde7-8f069decc180; AMAZON; Listing status must be between 1 and 3 
36bc12a2-60b8-4a85-9c42-103325585a1f; EBAY; Listing status must be between 1 and 3 
36bc12a2-60b8-4a85-9c42-103325585a1f; EBAY; Listing price must be positive 
911f9520-2091-4cdd-a166-72047bfe040c; EBAY; Listing status must be between 1 and 3 
36899d8c-4565-4608-89cf-45252b87664c; EBAY; Listing status must be between 1 and 3 
d6f1aa6b-c928-4691-84b7-4ae4aaf40b73; EBAY; Listing status must be between 1 and 3 
16389cda-9fb8-4eaf-825b-200335fb162c; AMAZON; Listing price must be positive 
6adfc944-c0bd-4c0f-9263-6733953e7ccb; AMAZON; Listing status must be between 1 and 3 
49f761b7-3d24-4882-8abf-90b9887ac0c2; AMAZON; Owner email address must be a valid email address 
793a52de-929f-4577-bc51-0d90611e0163; AMAZON; Owner email address must be a valid email address 
879f47e0-fc96-4d32-b6c9-d4fcfde34400; AMAZON; Owner email address must be a valid email address 
879f47e0-fc96-4d32-b6c9-d4fcfde34400; AMAZON; Listing status must be between 1 and 3 
bdc97d73-acc1-49d2-b356-d5ab044ae02c; EBAY; Owner email address must be a valid email address 
1d882dc4-b658-41ae-bca2-7c7b4c525e87; AMAZON; Upload time is required 
1d882dc4-b658-41ae-bca2-7c7b4c525e87; AMAZON; Listing status must be between 1 and 3 
5e5c10fd-879a-48ab-88cb-aa1a6f0def8c; AMAZON; Listing status must be between 1 and 3 
571ed45a-f4d2-4745-ae7b-2bc7a53a744b; EBAY; Owner email address must be a valid email address 
571ed45a-f4d2-4745-ae7b-2bc7a53a744b; EBAY; Listing price must be positive 
22c755f4-b418-4d89-90c6-8c4830cd3be6; AMAZON; Listing status must be between 1 and 3 
248a48bf-c2c3-49e6-aa32-eae454c8d259; EBAY; Owner email address must be a valid email address 
11119bb3-174f-4e5d-9a63-82fa47cc1770; EBAY; Listing status must be between 1 and 3 
08b56bc2-b840-4cce-9f7f-196ac86950c0; AMAZON; Owner email address must be a valid email address 
db7bda05-6a5a-44ab-9f68-79c313481f8c; EBAY; Listing status must be between 1 and 3 
81e03210-e5f7-489c-89e8-e5abbc7a866b; EBAY; Listing status must be between 1 and 3 
de61aa52-7ade-4403-8e9a-14ce74b6954d; AMAZON; Listing status must be between 1 and 3 
6b871880-3e37-4dd1-98c3-cfe31cc82aa4; AMAZON; Listing status must be between 1 and 3 
f6d3f7a3-e56c-4ea6-9ed8-75009164fb71; AMAZON; Owner email address must be a valid email address 
0cfca4c1-f878-4129-a9ae-a6099046d8e0; EBAY; Owner email address must be a valid email address 
26efd422-cefb-4854-b56e-9e7ed3a899ff; AMAZON; Listing status must be between 1 and 3 
b077d6c2-d350-41a7-85cb-70ac34d42488; AMAZON; Listing status must be between 1 and 3 
06008cce-db23-4380-acdd-22f1f1a88046; EBAY; Upload time is required 
02f1e58d-0a76-4969-95b0-6fe878a631cb; AMAZON; Listing status must be between 1 and 3 
e0e8dabe-037e-4be9-a035-f216339920c9; AMAZON; Owner email address must be a valid email address 
d788091c-6aab-4ad4-af75-71c22d9658cd; EBAY; Listing status must be between 1 and 3 
e6999971-52f3-4559-a44e-d7e8dbac67e3; EBAY; Listing price must be positive 
807492b5-1a0a-4947-9efb-1bc768f5a93a; AMAZON; Listing status must be between 1 and 3 
807492b5-1a0a-4947-9efb-1bc768f5a93a; AMAZON; Upload time is required 
807492b5-1a0a-4947-9efb-1bc768f5a93a; AMAZON; Owner email address must be a valid email address 
03cb9857-690c-402c-ad00-023c8199cbf1; EBAY; Listing status must be between 1 and 3 
cdc5b8e5-f652-4549-96e7-39564274250f; EBAY; Listing status must be between 1 and 3 
2ee87a27-138d-4b62-a756-01fb5f673e9d; AMAZON; Listing status must be between 1 and 3 
597cb740-882a-4589-9cb6-ad6e240edac0; AMAZON; Upload time is required 
022f788c-e08a-4cef-b1ea-62be737d150e; EBAY; Owner email address must be a valid email address 
3f8dbcd3-1890-4b81-948c-f6fc2f9c3632; EBAY; Upload time is required 
4d74d569-7b3c-453a-bad9-de67b87fa196; AMAZON; Owner email address must be a valid email address 
96f7d722-c261-4364-8fef-89474ae5f60f; EBAY; Listing status must be between 1 and 3 
94223aaa-9c81-4a4e-9e6f-83c039b4b66c; EBAY; Listing price must be positive 
69a1e139-ac74-4ac9-8dbd-5db0c81db5fb; AMAZON; Owner email address must be a valid email address 
d1cd7eb5-c387-4fad-8006-08b1f684b927; EBAY; Listing status must be between 1 and 3 
ed40037b-01d9-4747-a3db-911b3df8b8b5; AMAZON; Owner email address must be a valid email address 
8f8f93fe-74ea-4df3-a8fb-1ad603e6ba7b; AMAZON; Listing status must be between 1 and 3 
52370c05-3468-4723-b194-e30642f7e6b0; AMAZON; Listing status must be between 1 and 3 
52370c05-3468-4723-b194-e30642f7e6b0; AMAZON; Upload time is required 
3d77d01a-f020-42b0-9334-59f381b2b2a2; EBAY; Listing price must be positive 
6aa7b73a-7559-4bd7-99c1-b416cbb2fc65; EBAY; Owner email address must be a valid email address 
6aa7b73a-7559-4bd7-99c1-b416cbb2fc65; EBAY; Listing status must be between 1 and 3 
a3544f09-5409-4689-b45b-ae6eb18350de; EBAY; Listing status must be between 1 and 3 
a1ef68e3-6f5c-49b4-a64e-dbcb8ece815b; AMAZON; Owner email address must be a valid email address 
6597cd85-2d68-403e-8bea-c6d7e2442bef; EBAY; Listing status must be between 1 and 3 
8989a04f-0705-4c41-a8e6-3b6ec2a14606; AMAZON; Listing status must be between 1 and 3 
39056826-4e1b-4b08-b49f-c1a578c878e6; AMAZON; Listing status must be between 1 and 3 
63d5cd07-d36c-4289-a26f-d64cc2c28cfc; EBAY; Listing status must be between 1 and 3 
c2a8d8cd-9557-4802-bf28-3264534f25be; EBAY; Listing status must be between 1 and 3 
32b1c293-ec94-4a90-b984-ca84ced2b006; AMAZON; Owner email address must be a valid email address 
5690a5ed-d2ff-4b1a-a8c4-6db5f8ceed57; EBAY; Owner email address must be a valid email address 
9b293c9f-e7c2-4936-bd57-3c24f7b00811; EBAY; Owner email address must be a valid email address 
9b293c9f-e7c2-4936-bd57-3c24f7b00811; EBAY; Listing status must be between 1 and 3 
e8bebcb4-1176-4ae6-896e-8cb50a737bbb; AMAZON; Upload time is required 
78c91285-d7a4-4ca4-b446-f674f21196fc; AMAZON; Owner email address must be a valid email address 
e140bdf0-a374-4c39-bc6b-d19a0b44a483; AMAZON; Owner email address must be a valid email address 
cdb37b78-2cf8-4194-bfc6-78ca82d22794; EBAY; Upload time is required 
f215bb51-bfbd-4e6b-aee9-752694d41a8c; AMAZON; Owner email address must be a valid email address 
cc0d8147-dd41-4342-a8b7-effe0570400f; AMAZON; Listing price must be positive 
cc0d8147-dd41-4342-a8b7-effe0570400f; AMAZON; Owner email address must be a valid email address 
cc0d8147-dd41-4342-a8b7-effe0570400f; AMAZON; Listing status must be between 1 and 3 
b4aa08c7-7502-4a57-87ca-e5eb483647c7; AMAZON; Listing status must be between 1 and 3 
fd18ef3f-9ccd-4d78-bc09-27cca69b630f; AMAZON; Upload time is required 
9ccf8ec5-d727-4031-a10a-f92e7dba51cf; EBAY; Listing status must be between 1 and 3 
e72859cf-beec-4a26-a083-0eaa99f5b822; AMAZON; Listing status must be between 1 and 3 
64434e10-cf26-469f-a8d4-1fda0892844a; AMAZON; Owner email address must be a valid email address 
d6f8a8a6-9576-4915-83f2-67b20a1efa3b; AMAZON; Listing status must be between 1 and 3 
6cb83422-c950-4d14-9657-94176318b2e9; AMAZON; Owner email address must be a valid email address 
6cb83422-c950-4d14-9657-94176318b2e9; AMAZON; Upload time is required 
787f2755-25d8-40a9-8940-58800d32a9dc; AMAZON; Owner email address must be a valid email address 
b19e38f5-499a-469e-a1b1-f46ff30ea5e0; EBAY; Owner email address must be a valid email address 
373d9be5-91d6-4192-a599-16cfb8e79912; AMAZON; Upload time is required 
373d9be5-91d6-4192-a599-16cfb8e79912; AMAZON; Listing price must be positive 
e27656de-b236-425a-9073-ba18761eec86; EBAY; Listing status must be between 1 and 3 
5ee23a4b-67d2-470f-b98a-b4dca852517c; AMAZON; Listing status must be between 1 and 3 
c9770866-5de1-4981-9b68-b93ea8748006; EBAY; Listing status must be between 1 and 3 
a0d49913-6175-40dc-b79e-58a9a0c6f59a; EBAY; Upload time is required 
a0d49913-6175-40dc-b79e-58a9a0c6f59a; EBAY; Listing status must be between 1 and 3 
a0d49913-6175-40dc-b79e-58a9a0c6f59a; EBAY; Owner email address must be a valid email address 
abf3233f-b96a-4405-8a34-c52601a759c5; AMAZON; Listing status must be between 1 and 3 
cfb03786-23c5-4a9a-93ae-a8dd6d7a019b; EBAY; Owner email address must be a valid email address 
cfb03786-23c5-4a9a-93ae-a8dd6d7a019b; EBAY; Upload time is required 
7bb23121-c089-4671-984a-ecdacbf295c6; AMAZON; Listing status must be between 1 and 3 
7344ea47-87a5-4f31-965e-cd0c9edf9e1e; AMAZON; Listing status must be between 1 and 3 
0652235a-a312-4981-ab19-87e4cb76f418; EBAY; Listing status must be between 1 and 3 
e1e0692a-a5d3-4526-8062-137fb755d509; EBAY; Listing status must be between 1 and 3 
f39e29c6-d9b0-4416-b4bd-b24cd33a7865; AMAZON; Owner email address must be a valid email address 
a187dedb-11b0-4127-b60c-8d07b631128a; EBAY; Upload time is required 
89a570bc-734e-4655-b654-4f0ece3ddbe7; EBAY; Listing status must be between 1 and 3 
89a570bc-734e-4655-b654-4f0ece3ddbe7; EBAY; Owner email address must be a valid email address 
9f80e494-d593-4df8-b36e-dc397a3fc10b; EBAY; Listing status must be between 1 and 3 
a7559e01-617f-406d-b9eb-69cf16d20904; EBAY; Listing status must be between 1 and 3 
87ace80f-b8ba-4812-9f2e-da182da25f09; EBAY; Owner email address must be a valid email address 
5cfb6a93-cb74-4864-b50d-5f9c9ecda13a; EBAY; Upload time is required 
df705db2-5489-4373-82b6-90eb0d5c22f4; EBAY; Listing status must be between 1 and 3 
df705db2-5489-4373-82b6-90eb0d5c22f4; EBAY; Owner email address must be a valid email address 
1f71b42d-f0c9-4205-8794-b6830e431750; AMAZON; Listing status must be between 1 and 3 
d20499d2-e474-488f-9876-25f4cdc81e30; EBAY; Owner email address must be a valid email address 
d20499d2-e474-488f-9876-25f4cdc81e30; EBAY; Listing status must be between 1 and 3 
7ed5937a-1b65-4431-a52f-89dc57223902; EBAY; Listing status must be between 1 and 3 
7ed5937a-1b65-4431-a52f-89dc57223902; EBAY; Upload time is required 
f84e4e15-71e3-4d45-a3bb-33f59a7d488b; AMAZON; Owner email address must be a valid email address 
55a3826d-a515-47af-8781-ac53f4ffface; AMAZON; Owner email address must be a valid email address 
55a3826d-a515-47af-8781-ac53f4ffface; AMAZON; Listing status must be between 1 and 3 
3b181497-0cc8-4178-b1c0-b58336312cc3; AMAZON; Upload time is required 
3b181497-0cc8-4178-b1c0-b58336312cc3; AMAZON; Owner email address must be a valid email address 
7ec12e33-0763-4c4a-97cd-e8a084144a8c; AMAZON; Listing price must be positive 
e2851044-dfb9-495b-870a-a2ce641c54b3; AMAZON; Upload time is required 
161de641-0df7-4345-9177-7188beaf731f; EBAY; Upload time is required 
1f7e48e4-736a-483f-9abe-4738f4b4b5d7; EBAY; Owner email address must be a valid email address 
9c4442b8-3ba9-4af5-9feb-6694d8fb66c2; AMAZON; Listing status must be between 1 and 3 
47f2bc17-6f9d-4847-9396-cdac568ae901; AMAZON; Listing status must be between 1 and 3 
a6b26dd4-ef69-4167-aaca-7c6d13f101ba; EBAY; Upload time is required 
a7194901-51ff-402d-ae01-b0123dba391c; EBAY; Listing status must be between 1 and 3 
ad52bcdd-be1a-4785-a31c-1a392b4830f2; AMAZON; Listing status must be between 1 and 3 
0f79bffb-6b38-4f8c-9405-4c65c90c78a3; AMAZON; Listing price must be positive 
0f79bffb-6b38-4f8c-9405-4c65c90c78a3; AMAZON; Owner email address must be a valid email address 
651c0ab2-0a8f-44b0-b1da-f052fd760008; EBAY; Listing status must be between 1 and 3 
e41895b4-ad9c-4a0d-8cd1-59122739a806; EBAY; Listing status must be between 1 and 3 
e41895b4-ad9c-4a0d-8cd1-59122739a806; EBAY; Upload time is required 
7ab99912-0ff8-4766-8ba8-aaa63735626e; EBAY; Upload time is required 
db70bf0e-f3ad-4e5d-a960-e23a3de7c21e; EBAY; Listing status must be between 1 and 3 
75ce9217-b4ba-40e8-bf8a-12e73a4be0f0; AMAZON; Upload time is required 
35f69ae8-b933-4ba2-b196-2d7ead21905c; EBAY; Listing status must be between 1 and 3 
d6b5de37-621f-4f6d-a62f-37c59a62ec36; AMAZON; Listing status must be between 1 and 3 
2041e875-2551-486b-8113-cea30cd2a73d; AMAZON; Listing status must be between 1 and 3 
ca2b4aa3-3c12-41cc-9dd9-c46770880be5; AMAZON; Owner email address must be a valid email address 
fae97a6d-9fb1-4dbc-bf29-2bb0ba134082; AMAZON; Owner email address must be a valid email address 
3470bba0-becd-4496-9369-05c264facbf0; EBAY; Listing status must be between 1 and 3 
3470bba0-becd-4496-9369-05c264facbf0; EBAY; Owner email address must be a valid email address 
a5609e28-bc4e-4adc-965f-49aec1a90815; EBAY; Listing status must be between 1 and 3 
dff8f840-0e6c-495a-adf7-ef9c629e88f5; EBAY; Owner email address must be a valid email address 
7105ea75-b945-4d23-89af-54c989562b8f; EBAY; Listing status must be between 1 and 3 
7105ea75-b945-4d23-89af-54c989562b8f; EBAY; Owner email address must be a valid email address 
f5446efd-6e78-4b19-857d-1c679aab52ab; AMAZON; Listing status must be between 1 and 3 
f5446efd-6e78-4b19-857d-1c679aab52ab; AMAZON; Upload time is required 
1f1de31f-6b62-4185-a144-6500ecc8d312; EBAY; Listing status must be between 1 and 3 
ca1b3f5a-1ff7-4e4c-8697-9de48ed03608; AMAZON; Listing price must be positive 
708cba75-5b05-478b-851b-40cc5a51246d; AMAZON; Listing status must be between 1 and 3 
dbcdd849-a72c-4c77-bcd0-a936a379b13a; AMAZON; Owner email address must be a valid email address 
21fcfc96-80d7-4c5c-9958-bf26a70fbc3f; AMAZON; Owner email address must be a valid email address 
3b61b844-6cee-45e1-9fdf-1187f08bf5f2; EBAY; Owner email address must be a valid email address 
28b0ee0b-7383-43f2-b8d3-2b91e4bdd58a; EBAY; Upload time is required 
795ff7a1-8521-4ad5-8429-e887a512a74a; EBAY; Listing status must be between 1 and 3 
c1a9ecf1-5f00-402f-81f4-6a95daf0a32b; EBAY; Listing status must be between 1 and 3 
35eb29a6-9281-4cd0-80c1-6644357f7f60; AMAZON; Listing status must be between 1 and 3 
81b5f026-93fe-4009-813a-499e7439b1ad; EBAY; Owner email address must be a valid email address 
ca8619d1-7101-4ac8-88bd-8cb4fdbe0323; EBAY; Listing status must be between 1 and 3 
e7c77f3a-7f3d-4e91-9e27-fd0faca9e427; AMAZON; Listing price must be positive 
e7c77f3a-7f3d-4e91-9e27-fd0faca9e427; AMAZON; Listing status must be between 1 and 3 
a2a9d3ca-fb65-4bff-b4d7-b2547474049f; AMAZON; Owner email address must be a valid email address 
edad8f97-6c2a-4e80-b16e-13028baa5ed3; EBAY; Listing status must be between 1 and 3 
3901c3e2-5083-4257-bfe0-b5e2a63907e1; EBAY; Listing status must be between 1 and 3 
41702448-2d19-4200-937e-e46972ccfbd8; EBAY; Upload time is required 
d0293d08-b096-456d-b7bb-648a14a29fb8; EBAY; Listing status must be between 1 and 3 
8d773963-3edf-4644-970d-79d7fc1327ab; EBAY; Listing price must be positive 
8ac928dc-01ca-4630-a860-c17ee0fc17b9; EBAY; Listing price must be positive 
88c63a53-cdef-46de-a381-129d0261e7ab; AMAZON; Listing status must be between 1 and 3 
82c75936-2cbb-46f1-808c-cab33de10d1c; EBAY; Listing status must be between 1 and 3 
a3ec3a6d-36f3-4113-820c-4aba7720c97d; EBAY; Listing status must be between 1 and 3 
d2fbfdc2-bc46-400a-bef5-c8c736a3f8d2; EBAY; Listing status must be between 1 and 3 
d826e6df-4488-4215-a176-69d25f5174f7; EBAY; Owner email address must be a valid email address 
d826e6df-4488-4215-a176-69d25f5174f7; EBAY; Listing status must be between 1 and 3 
05f42e33-f8ed-4e07-b944-e2630f869f22; AMAZON; Owner email address must be a valid email address 
05f42e33-f8ed-4e07-b944-e2630f869f22; AMAZON; Listing status must be between 1 and 3 
6924a581-9205-4154-948e-9ef5a0423598; AMAZON; Listing price must be positive 
fd9b9b77-0e4b-49a8-816e-04ea26daa8e4; AMAZON; Listing status must be between 1 and 3 
9c57b7ad-9a70-4fdd-bfc2-0de3c98e669c; EBAY; Listing price must be positive 
f7695a3a-549b-4814-ba3d-b47fd76b7503; EBAY; Listing status must be between 1 and 3 
d0e6a645-ef0a-422e-80c4-677f77103be0; EBAY; Listing price must be positive 
